chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
1ashoniy42n3n5jr,simpleBar,pending,Find the difference between the average revue with 2020 and the average revue with 2020 excluded,Calculate the average operating revenue across all years. Compute the average revenue for the years excluding 2020. Subtract the overall average from the average without 2020.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Operating revenue in m million NOK""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""exclude"": [""2020""]}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Operating revenue in m million NOK""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3"", ""n1""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n1"", ""signed"": true}]}",,2026-05-25T01:54:06
4twwx65oath7vrkt,multipleLine,pending,Find the year in which the value of exports was greater than the minimum value of imports.,Identify the minimum value among the Imports across all years. Compare the Exports value for each year against this minimum. Select the years where the Exports value exceeds that threshold.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Imports""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Value_Trillion_USD""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Value_Trillion_USD"", ""operator"": "">"", ""value"": ""ref:n2"", ""group"": ""Exports""}]}",,
1ar60b8rke2d8e64,groupedBar,pending,What year is the smallest difference between the two types?,Compute the absolute difference between the Average and Messaging apps retention rates for each time period. Select the time period that minimizes that difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Average"", ""groupB"": ""Messaging apps"", ""seriesField"": ""Type"", ""by"": ""Time Period"", ""field"": ""Retention rate"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Retention rate""}]}",,
7w9v4fsbg5ydxsr2,simpleLine,pending,Find the difference between the average percentage of even and odd years,Separate the years into even and odd categories. Average the percentage of gross domestic product values for the even years. Calculate the average percentage for the odd years. Subtract the smaller average from the larger one.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""include"": [""2010"", ""2012"", ""2014"", ""2016"", ""2018""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage of gross domestic product""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""include"": [""2009"", ""2011"", ""2013"", ""2015"", ""2017""]}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Percentage of gross domestic product""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",,
1a09xqtrj8zms716,simpleBar,pending,What is the average value of top 3 malls' per sqaure foot cost?,Sort the per square foot costs in descending order. Select the top three values from the sorted list. Compute the average of these three selected numbers.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""US dollars per square foot"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": [1, 2, 3], ""from"": ""left""}], ""ops3"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""US dollars per square foot""}]}",,
1bbe64wpvq06sknm,simpleBar,pending,"For each fiscal year, find the difference between the corresponding year value and the overall average
",Calculate the average of the values across all fiscal years. Compute the absolute difference between each fiscal year's value and this overall average. List the resulting differences in chronological order.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of days in thousands""}], ""ops2"": [{""op"": ""diffByValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""targetValue"": ""ref:n1"", ""field"": ""Number of days in thousands"", ""signed"": false}]}",,
16fif5hdi8yzml00,groupedBar,pending,What is the difference between average of maximum payment in all states and average of minimum payment in all states?,Calculate the average of the Maximum payment values across all states. Compute the average of the Minimum payment values across all states. Subtract the latter average from the former.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Payment_Million_USD"", ""group"": ""Maximum""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Payment_Million_USD"", ""group"": ""Minimum""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,
827lhm2w7n652knp,simpleLine,pending,Count all the years that change from increasing to decreasing,Sort the chart data chronologically by year. Compare the number of immigrants for each year against the values of the immediately preceding and succeeding years. Select the years where the value is strictly greater than both of its neighbors. Count the total number of these peak occurrences.,"{""ops"": [{""op"": ""monotonicRun"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of immigrants in millions"", ""orderField"": ""Year"", ""direction"": ""increasing"", ""mode"": ""all""}], ""ops2"": [{""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}}]}",,
54gh54f24irr63pb,stackedBar,pending,Which of the most recent year's Party_advantage values has the largest Party_Advantage value of all years?,Identify the most recent year in the chart. Get the Party_Advantage categories recorded for that year. Determine the maximum Number_of_States value achieved by each of these categories across the entire time period. Select the category that reaches the highest overall value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""include"": [""2018""]}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Number_of_States""}]}",,2026-05-25T01:54:06
1p6uue3hxdxit3ey,groupedBar,pending,Which of the responses of people who are 30 to 44 years old have a higher value compared to those who are yes and no?,Filter the chart for the 30 to 44 years age group. Extract the values for the Yes and No responses. Select the remaining response category that is compared against them.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""30 to 44 years""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Percentage of respondents""}]}",,
1fngt6cb1d60a2ow,simpleBar,pending,"Does the value of all regions except Metro Total exceed 50,000?","Exclude the bar labeled Metro Total. Sum the employee numbers for all the remaining regions. Check if the resulting total is greater than 50,000.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Region/Entity"", ""operator"": ""!="", ""value"": ""Metro Total""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of employees""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n2"", ""targetB"": 50000}]}",,
6rvtt4egfl5nmyue,multipleLine,pending,If you find the second largest year in value when you sort the values from 2012 to 2017 in descending order when the gender is female?,Filter the chart to include only the female values for the years 2012 through 2017 inclusive. Sort these extracted values in descending order. Select the year corresponding to the second value in the sorted sequence.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2012"", ""2017""], ""group"": ""female""}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Life expectancy at birth in years"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,
1suppecte0dm69gm,groupedBar,pending,Is the average of Men's Not at all and Women's Not at all greater than All Results' Not at all?,"Treat ""All Results"" as the ""All adults"" respondent group. Find the ""Not at all"" values for the Men and Women groups. Average these two values. Get the ""Not at all"" value for the All adults group. Compare the calculated average against the All adults value to determine if it is larger.","{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Men"", ""field"": ""Percentage of respondents"", ""group"": ""Not at all""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Women"", ""field"": ""Percentage of respondents"", ""group"": ""Not at all""}], ""ops2"": [{""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""ref:n3"", ""factor"": 0.5}], ""ops3"": [{""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 3}, ""target"": ""All adults"", ""field"": ""Percentage of respondents"", ""group"": ""Not at all""}, {""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n4"", ""n5""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n4"", ""targetB"": ""ref:n5""}]}",,
1e56qqj7moat9gqa,simpleBar,pending,What is the value of Spending in Billion US Dollars if you find it and add it?,Locate the Spending in billion US dollars field in the chart. Extract the values corresponding to each fiscal year. Sum these extracted values together to calculate the total.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Spending in billion US dollars""}]}",,
6p4fnscalopvysnn,multipleLine,pending,What is the highest value of all year values above 40?,Filter the data points to include only those with a share of the population greater than 40. Find the maximum value among this subset.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of the population"", ""operator"": "">"", ""value"": 40}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Share of the population""}]}",,
50y71e5i2n28gkbx,stackedBar,pending,What is the average of Sportswear and Running in 2017 and 2018 combined?,Find the revenue values for the Sportswear and Running categories in 2017. Get the corresponding values for those same two categories in 2018. Sum the four identified values. Divide the resulting total by four to calculate the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""include"": [""2017"", ""2018""], ""group"": [""Sportswear"", ""Running""]}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue_Million_USD""}]}",,
75yz7pci1w1dif3g,stackedBar,pending,Which of the total Age_Group has the third largest difference between none of these values in terms of cheese and onion values 18–24?,"Compute the absolute difference between the ""None of these"" and ""Cheese and onion"" shares for each age group. Sort these calculated differences from largest to smallest. Select the age group that holds the third position in this ordered list.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""None of these"", ""groupB"": ""Cheese and onion"", ""seriesField"": ""Crisp_Flavor"", ""by"": ""Age_Group"", ""field"": ""Share_of_Respondents"", ""absolute"": true}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 3, ""from"": ""left""}]}",,
7extlfw651gqc5fk,multipleLine,pending,Is the difference between the maximum value of having a large role and the minimum value of having a small role in the entire year equal to the average value of all values in the entire year?,Find the maximum Percentage value for the Large role across all years. Determine the minimum Percentage value for the Small role across all years. Subtract the minimum Small role value from the maximum Large role value. Calculate the average of all Percentage values across both roles and all years. Compare the resulting difference to the overall average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Large""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Percentage""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""group"": ""Small""}, {""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Percentage""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}], ""ops4"": [{""op"": ""average"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [], ""sentenceIndex"": 4}, ""field"": ""Percentage""}], ""ops5"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n5"", ""n6""], ""sentenceIndex"": 5}, ""operator"": ""=="", ""targetA"": ""ref:n5"", ""targetB"": ""ref:n6""}]}",,
6rqevjp16hadlyly,multipleLine,pending,Is the difference between the values of 2007/08 and 2011/12 the same for men and women?,Find the values for men and women in the years 2007/08 and 2011/12. Calculate the difference between the two years for the male category. Compute the difference between the two years for the female category. Check if the two resulting differences are equal.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2011/12"", ""field"": ""Percentage of tests passed"", ""group"": ""Male""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2007/08"", ""field"": ""Percentage of tests passed"", ""group"": ""Male""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2011/12"", ""field"": ""Percentage of tests passed"", ""group"": ""Female""}, {""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2007/08"", ""field"": ""Percentage of tests passed"", ""group"": ""Female""}, {""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n4"", ""n5""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n5"", ""signed"": true}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n3"", ""n6""], ""sentenceIndex"": 3}, ""operator"": ""=="", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n6""}]}",,
