chart_id,chart_type,op_status,viz_status,question,explanation,operation_spec,op_feedback,viz_feedback,updated_at
240rurpp2arislnt,stackedBar,verified,pending,Find the difference between the response with the smallest percentage in the youngest group and the response with the highest percentage in the oldest group,"Locate the youngest age-group bar (18–29) and read the smallest segment value among its response categories. 
Locate the oldest age-group bar (65+) and read the largest segment value among its response categories. 
Subtract the youngest-group minimum percentage from the oldest-group maximum percentage.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Age Group"", ""operator"": ""=="", ""value"": ""18–29""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Share of respondents""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Age Group"", ""operator"": ""=="", ""value"": ""65+""}, {""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Share of respondents""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,2026-05-26T01:06:25.016Z
2a8mliwolqqo6s5u,stackedBar,verified,pending,In what year is the smallest difference between the market size of Asia Pacific region and the remaining three regions?,"Compute the combined market size of the three non–Asia Pacific regions for each year by summing their stacked segments. 
Calculate the absolute difference between that combined total and the Asia Pacific segment for the same year. 
Compare these yearly differences. Select the year with the smallest difference.","{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Market_Size_Billion_USD"", ""group"": [""Americas"", ""Europe"", ""Japan""]}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Market_Size_Billion_USD"", ""group"": ""Asia Pacific""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",,,2026-05-26T01:08:03.363Z
1a6pxfig1xf4oeu3,simpleBar,pending,pending,Find a period with a franchise value of $200 million or less,Scan the bars and note the years whose franchise value is at or below 200 million. Check for a contiguous run of such years on the x-axis. Select one continuous period that satisfies the condition.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Franchise value in million US dollars"", ""operator"": ""<="", ""value"": 200}]}",,,
1ashoniy42n3n5jr,simpleBar,verified,pending,Find the difference between the average revue with 2020 and the average revue with 2020 excluded,"Calculate the average of the operating revenue values across all years including 2020. 
Compute the average again using only the years before 2020. 
Subtract the average excluding 2020 from the average including 2020.","{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Operating revenue in m million NOK""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2020""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Operating revenue in m million NOK""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1"", ""n3""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n3"", ""signed"": true}]}",,,2026-05-25T07:46:20.187Z
4twwx65oath7vrkt,multipleLine,verified,pending,Find the year in which the value of exports was greater than the minimum value of imports.,Find the minimum Value_Trillion_USD among the Imports points across all years. Compare each Exports Value_Trillion_USD against that minimum-imports value. Select the year where the exports value is greater than that threshold.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Imports""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Value_Trillion_USD""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Value_Trillion_USD"", ""operator"": "">"", ""value"": ""ref:n2"", ""group"": ""Exports""}]}",,,2026-05-26T01:34:15.199Z
1ar60b8rke2d8e64,groupedBar,pending,pending,What year is the smallest difference between the two types?,Compute the absolute difference in Retention rate between the two Type bars within each Time Period group. Compare these gaps across all Time Periods. Select the Time Period with the minimum gap.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Average"", ""groupB"": ""Messaging apps"", ""seriesField"": ""Type"", ""by"": ""Time Period"", ""field"": ""Retention rate"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Retention rate""}]}",,,
7w9v4fsbg5ydxsr2,simpleLine,verified,pending,Find the difference between the average percentage of even and odd years,Split the years on the chart into even years and odd years. Average the percentage values for the even-year points and separately average the values for the odd-year points. Subtract the odd-year average from the even-year average to get the difference.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""include"": [""2010"", ""2012"", ""2014"", ""2016"", ""2018""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage of gross domestic product""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""include"": [""2009"", ""2011"", ""2013"", ""2015"", ""2017""]}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Percentage of gross domestic product""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,2026-05-26T01:33:07.705Z
1a09xqtrj8zms716,simpleBar,bug,bug,What is the average value of top 3 malls' per sqaure foot cost?,Sort the bars by the “US dollars per square foot” value in descending order. Select the three highest-valued malls. Add their per-square-foot costs together. Divide the sum by 3 to get the average.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""US dollars per square foot"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": [1, 2, 3], ""from"": ""left""}], ""ops3"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""US dollars per square foot""}]}","/op:n3 에서는 top3에 대한  average가 필요한데, 현재 operation spec에서는 그게 가능한지 더블체크 필요함. 현재 상태에서는   평균이 잘못 구해지는 것을 보면, nth로 찾은 값에 대한 평균이 구해지는 것으로 보이지는 않음.",/op:n2에서 nth에 대한 시각화가 실행되지 않음.,2026-05-25T07:33:11.234Z
1bbe64wpvq06sknm,simpleBar,verified,pending,"For each fiscal year, find the difference between the corresponding year value and the overall average
","Sum the “Number of days in thousands” values across all fiscal years. 
Divide by the count of fiscal years to get the overall average. 
Subtract that average from each fiscal year’s value to obtain the per-year difference. 
Report the resulting differences for every fiscal year.","{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of days in thousands""}], ""ops2"": [{""op"": ""diffByValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""targetValue"": ""ref:n1"", ""field"": ""Number of days in thousands"", ""signed"": true}]}",,,2026-05-25T07:34:29.279Z
16fif5hdi8yzml00,groupedBar,verified,pending,What is the difference between average of maximum payment in all states and average of minimum payment in all states?,"Collect the bar heights for the Maximum type across all state panels and compute their average. 
Gather the bar heights for the Minimum type across all state panels and compute their average. 
Subtract the minimum-type average from the maximum-type average.","{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Payment_Million_USD"", ""group"": ""Maximum""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Payment_Million_USD"", ""group"": ""Minimum""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,2026-05-26T01:11:27.144Z
827lhm2w7n652knp,simpleLine,pending,pending,Count all the years that change from increasing to decreasing,Compute the year-to-year change in the immigrants value for each adjacent pair of years. Mark each interval as increasing when the change is positive and decreasing when the change is negative. Scan the sequence of interval directions and count the years where an increasing interval is immediately followed by a decreasing interval.,"{""ops"": [{""op"": ""monotonicRun"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of immigrants in millions"", ""orderField"": ""Year"", ""direction"": ""increasing"", ""mode"": ""all""}], ""ops2"": [{""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}}]}",,,
54gh54f24irr63pb,stackedBar,verified,pending,Which of the most recent year's Party_advantage values has the largest Party_Advantage value of all years?,"Treat the most recent year as the largest value on the Year axis. 
List that year’s Party_Advantage categories from the stacked bar. 
Compare each of those categories’ Number_of_States values against the same Party_Advantage category in every other year. 
Select the category whose overall maximum Number_of_States is greatest among those candidates.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""include"": [""2018""]}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Number_of_States""}]}",,,2026-05-26T01:08:17.672Z
1p6uue3hxdxit3ey,groupedBar,pending,pending,Which of the responses of people who are 30 to 44 years old have a higher value compared to those who are yes and no?,Focus on the 30 to 44 years old bars across the three Response columns. Note the values for the Yes and No responses in that age group. Compare the remaining response’s value against both of those two values. Select any response that exceeds both benchmarks.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""30 to 44 years""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Percentage of respondents""}]}",,,
1fngt6cb1d60a2ow,simpleBar,verified,pending,"Does the value of all regions except Metro Total exceed 50,000?","Exclude the bar labeled Metro Total from consideration. 
Sum the Number of employees values for all remaining regions. 
Compare that sum to 50,000 to determine whether it is greater.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Region/Entity"", ""operator"": ""!="", ""value"": ""Metro Total""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of employees""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n2"", ""targetB"": 50000}]}",,,2026-05-25T07:34:49.840Z
6rvtt4egfl5nmyue,multipleLine,verified,pending,If you find the second largest year in value when you sort the values from 2012 to 2017 in descending order when the gender is female?,Filter the chart to the female series and the years 2012 through 2017. Sort those years by the life-expectancy values in descending order. Select the year in the second position of that sorted list.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2012"", ""2017""], ""group"": ""female""}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Life expectancy at birth in years"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,,2026-05-26T01:34:17.929Z
1suppecte0dm69gm,groupedBar,pending,pending,Is the average of Men's Not at all and Women's Not at all greater than All Results' Not at all?,Read the “Not at all” bar values for Men and Women from the chart. Calculate their average. Compare that average to the “Not at all” bar value for All adults. Determine whether the average is greater.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Men"", ""field"": ""Percentage of respondents"", ""group"": ""Not at all""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Women"", ""field"": ""Percentage of respondents"", ""group"": ""Not at all""}], ""ops2"": [{""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""ref:n3"", ""factor"": 0.5}], ""ops3"": [{""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 3}, ""target"": ""All adults"", ""field"": ""Percentage of respondents"", ""group"": ""Not at all""}, {""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n4"", ""n5""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n4"", ""targetB"": ""ref:n5""}]}",,,
1e56qqj7moat9gqa,simpleBar,verified,pending,What is the value of Spending in Billion US Dollars if you find it and add it?,"Read the Spending in billion US dollars value for each bar in the chart. 
Sum the five values across all Fiscal Year & Status categories. 
Report the resulting total.","{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Spending in billion US dollars""}]}",,,2026-05-25T07:35:39.688Z
6p4fnscalopvysnn,multipleLine,pending,pending,What is the highest value of all year values above 40?,Filter the chart to the points where the “Share of the population” value is greater than 40. Compare the remaining values across all regions and years. Select the maximum among those filtered values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of the population"", ""operator"": "">"", ""value"": 40}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Share of the population""}]}",,,
50y71e5i2n28gkbx,stackedBar,pending,pending,What is the average of Sportswear and Running in 2017 and 2018 combined?,Select the Sportswear and Running segments for the years 2017 and 2018 on the chart. Add the four Revenue_Million_USD values together. Divide the total by 4 to get the combined average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""include"": [""2017"", ""2018""], ""group"": [""Sportswear"", ""Running""]}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue_Million_USD""}]}",,,
